freq,psd_x,psd_y,psd_z,psd_xyz
126.2,2.620e+04,1.224e+05,3.274e+03,1.519e+05
127.7,2.932e+04,1.369e+05,2.890e+03,1.691e+05
129.1,2.768e+04,1.553e+05,2.671e+03,1.857e+05
130.6,2.410e+04,1.656e+05,2.640e+03,1.923e+05
132.1,1.916e+04,1.343e+05,2.207e+03,1.556e+05
133.5,6.037e+03,3.930e+04,9.465e+02,4.629e+04
135.0,1.240e+03,5.499e+03,3.794e+02,7.119e+03
136.5,7.874e+02,2.915e+03,2.627e+02,3.965e+03
137.9,6.928e+02,2.523e+03,3.130e+02,3.528e+03
139.4,7.053e+02,2.135e+03,2.731e+02,3.113e+03
140.9,8.248e+02,2.631e+03,3.072e+02,3.763e+03
142.4,9.644e+02,2.709e+03,2.176e+02,3.891e+03
143.8,1.021e+03,2.486e+03,1.804e+02,3.687e+03
145.3,1.112e+03,2.601e+03,2.070e+02,3.921e+03
146.8,1.214e+03,2.619e+03,2.234e+02,4.056e+03
148.2,1.348e+03,3.365e+03,2.311e+02,4.944e+03
149.7,1.333e+03,4.487e+03,2.038e+02,6.024e+03
151.2,1.350e+03,5.612e+03,2.344e+02,7.196e+03
152.6,1.266e+03,5.721e+03,2.487e+02,7.235e+03
154.1,1.670e+03,5.898e+03,2.668e+02,7.834e+03
155.6,2.122e+03,5.767e+03,2.496e+02,8.139e+03
157.0,2.465e+03,5.844e+03,2.630e+02,8.572e+03
158.5,2.561e+03,5.726e+03,2.618e+02,8.549e+03
160.0,2.534e+03,6.079e+03,2.929e+02,8.906e+03
161.4,3.111e+03,6.367e+03,2.993e+02,9.777e+03
162.9,3.524e+03,6.229e+03,2.717e+02,1.002e+04
164.4,3.626e+03,6.815e+03,2.864e+02,1.073e+04
165.8,3.753e+03,6.973e+03,2.961e+02,1.102e+04
167.3,3.700e+03,7.264e+03,3.306e+02,1.129e+04
168.8,3.567e+03,7.881e+03,3.123e+02,1.176e+04
170.2,3.327e+03,9.630e+03,3.691e+02,1.333e+04
171.7,3.384e+03,1.253e+04,3.873e+02,1.630e+04
173.2,2.909e+03,1.519e+04,4.311e+02,1.853e+04
174.6,2.923e+03,1.533e+04,4.435e+02,1.870e+04
176.1,3.163e+03,1.602e+04,4.720e+02,1.965e+04
177.6,2.766e+03,1.549e+04,4.696e+02,1.872e+04
179.0,2.685e+03,1.440e+04,3.785e+02,1.746e+04
180.5,2.513e+03,1.390e+04,3.970e+02,1.681e+04
182.0,2.455e+03,1.305e+04,3.351e+02,1.584e+04
183.4,2.388e+03,1.330e+04,3.714e+02,1.606e+04
184.9,2.067e+03,1.263e+04,4.318e+02,1.513e+04
186.4,1.982e+03,1.133e+04,3.540e+02,1.367e+04
187.8,2.086e+03,1.021e+04,3.142e+02,1.261e+04
189.3,2.019e+03,1.002e+04,3.242e+02,1.236e+04
190.8,2.353e+03,1.030e+04,2.539e+02,1.291e+04
192.2,3.049e+03,1.112e+04,2.977e+02,1.446e+04
193.7,4.070e+03,1.337e+04,3.945e+02,1.783e+04
195.2,4.798e+03,1.427e+04,3.269e+02,1.940e+04
196.7,4.891e+03,1.332e+04,2.525e+02,1.846e+04
198.1,5.262e+03,1.393e+04,2.505e+02,1.945e+04
199.6,5.755e+03,1.630e+04,2.333e+02,2.228e+04
