freq,psd_x,psd_y,psd_z,psd_xyz
90.8,4.795e+03,7.026e+04,1.805e+04,9.310e+04
92.3,5.796e+03,7.519e+04,1.849e+04,9.948e+04
93.7,7.239e+03,8.153e+04,1.870e+04,1.075e+05
95.2,9.028e+03,9.088e+04,1.848e+04,1.184e+05
96.7,1.111e+04,1.195e+05,1.512e+04,1.458e+05
98.1,1.212e+04,1.981e+05,9.329e+03,2.195e+05
99.6,1.085e+04,2.935e+05,7.335e+03,3.117e+05
101.1,1.007e+04,3.553e+05,8.531e+03,3.739e+05
102.5,9.011e+03,3.814e+05,9.530e+03,4.000e+05
104.0,7.381e+03,3.540e+05,9.700e+03,3.711e+05
105.4,6.289e+03,3.052e+05,9.611e+03,3.211e+05
106.9,5.507e+03,2.698e+05,9.370e+03,2.847e+05
108.4,4.805e+03,2.390e+05,8.997e+03,2.528e+05
109.8,4.818e+03,2.037e+05,8.342e+03,2.168e+05
111.3,5.134e+03,1.664e+05,6.824e+03,1.784e+05
112.8,4.962e+03,1.259e+05,4.559e+03,1.355e+05
114.2,4.560e+03,9.676e+04,2.699e+03,1.040e+05
115.7,4.965e+03,1.211e+05,3.238e+03,1.293e+05
117.2,5.300e+03,1.562e+05,4.636e+03,1.661e+05
118.6,4.113e+03,1.833e+05,6.138e+03,1.935e+05
120.1,2.306e+03,2.265e+05,7.844e+03,2.366e+05
121.6,1.286e+03,2.845e+05,1.000e+04,2.957e+05
123.0,6.456e+02,3.126e+05,1.170e+04,3.250e+05
124.5,8.291e+02,3.269e+05,1.301e+04,3.408e+05
126.0,2.484e+03,3.388e+05,1.394e+04,3.552e+05
127.4,4.994e+03,3.531e+05,1.464e+04,3.727e+05
128.9,6.317e+03,3.659e+05,1.565e+04,3.878e+05
130.3,5.042e+03,3.742e+05,1.692e+04,3.962e+05
131.8,2.595e+03,3.314e+05,1.458e+04,3.486e+05
133.3,1.337e+03,1.229e+05,5.181e+03,1.294e+05
134.7,1.385e+03,1.099e+04,5.315e+02,1.291e+04
136.2,1.176e+03,4.232e+03,2.597e+02,5.668e+03
137.7,8.928e+02,2.729e+03,2.001e+02,3.822e+03
139.1,9.781e+02,2.172e+03,1.745e+02,3.325e+03
140.6,1.156e+03,1.976e+03,1.690e+02,3.301e+03
142.1,1.220e+03,2.279e+03,1.870e+02,3.685e+03
143.5,1.357e+03,2.442e+03,2.024e+02,4.001e+03
145.0,1.508e+03,2.295e+03,1.852e+02,3.988e+03
146.5,1.403e+03,2.528e+03,1.995e+02,4.131e+03
147.9,1.104e+03,3.810e+03,2.738e+02,5.187e+03
149.4,6.978e+02,5.808e+03,3.602e+02,6.866e+03
150.9,4.262e+02,6.894e+03,3.971e+02,7.717e+03
152.3,3.404e+02,6.393e+03,3.544e+02,7.088e+03
153.8,3.028e+02,6.575e+03,3.578e+02,7.236e+03
155.2,2.828e+02,7.228e+03,3.992e+02,7.910e+03
156.7,2.771e+02,7.997e+03,4.322e+02,8.706e+03
158.2,2.735e+02,8.127e+03,4.296e+02,8.830e+03
159.6,3.043e+02,8.658e+03,4.557e+02,9.418e+03
161.1,3.213e+02,1.040e+04,5.311e+02,1.125e+04
162.6,3.626e+02,1.190e+04,6.022e+02,1.286e+04
164.0,5.052e+02,1.328e+04,6.705e+02,1.445e+04
165.5,6.818e+02,1.456e+04,6.983e+02,1.594e+04
167.0,8.323e+02,1.548e+04,7.101e+02,1.702e+04
168.4,9.814e+02,1.701e+04,7.611e+02,1.875e+04
169.9,1.392e+03,2.032e+04,8.749e+02,2.259e+04
171.4,2.463e+03,2.869e+04,1.170e+03,3.232e+04
172.8,4.004e+03,4.186e+04,1.650e+03,4.752e+04
174.3,4.858e+03,4.651e+04,1.848e+03,5.321e+04
175.7,5.744e+03,4.618e+04,1.842e+03,5.377e+04
177.2,6.323e+03,4.478e+04,1.841e+03,5.294e+04
178.7,6.626e+03,4.228e+04,1.768e+03,5.068e+04
180.1,6.591e+03,4.187e+04,1.765e+03,5.023e+04
181.6,6.641e+03,4.176e+04,1.794e+03,5.019e+04
183.1,6.607e+03,3.974e+04,1.701e+03,4.805e+04
184.5,5.781e+03,3.778e+04,1.597e+03,4.516e+04
186.0,5.453e+03,3.623e+04,1.528e+03,4.321e+04
187.5,5.533e+03,3.555e+04,1.488e+03,4.257e+04
188.9,5.992e+03,3.667e+04,1.507e+03,4.417e+04
190.4,6.278e+03,3.819e+04,1.555e+03,4.603e+04
191.9,6.249e+03,3.797e+04,1.522e+03,4.574e+04
193.3,6.658e+03,3.539e+04,1.404e+03,4.346e+04
194.8,7.799e+03,3.350e+04,1.334e+03,4.263e+04
196.3,8.911e+03,2.545e+04,1.088e+03,3.545e+04
197.7,9.579e+03,2.085e+04,9.954e+02,3.143e+04
199.2,1.049e+04,2.445e+04,1.243e+03,3.618e+04
