freq,psd_x,psd_y,psd_z,psd_xyz
0.0,4.727e+00,4.299e+02,6.468e+01,4.993e+02
1.5,1.118e+01,2.551e+02,4.561e+01,3.119e+02
3.0,1.100e+01,2.672e+01,1.248e+01,5.021e+01
4.5,1.105e+01,2.829e+02,1.395e+01,3.079e+02
6.0,1.191e+01,1.205e+03,2.175e+01,1.239e+03
7.5,1.302e+01,2.022e+03,2.634e+01,2.061e+03
9.0,1.470e+01,2.303e+03,2.656e+01,2.344e+03
10.5,1.542e+01,2.930e+03,3.533e+01,2.981e+03
12.0,1.361e+01,3.995e+03,5.359e+01,4.062e+03
13.5,1.310e+01,5.411e+03,7.604e+01,5.500e+03
15.0,1.579e+01,7.262e+03,8.331e+01,7.361e+03
16.5,1.808e+01,9.458e+03,8.267e+01,9.559e+03
18.0,1.722e+01,1.161e+04,9.231e+01,1.172e+04
19.5,1.549e+01,1.400e+04,1.203e+02,1.414e+04
21.0,1.859e+01,1.690e+04,1.669e+02,1.708e+04
22.5,2.869e+01,2.042e+04,2.329e+02,2.069e+04
24.0,2.535e+01,2.445e+04,3.102e+02,2.478e+04
25.5,2.267e+01,2.982e+04,3.976e+02,3.024e+04
27.0,2.192e+01,3.662e+04,5.452e+02,3.718e+04
28.5,2.606e+01,4.408e+04,7.025e+02,4.481e+04
30.0,2.647e+01,5.352e+04,9.433e+02,5.449e+04
31.5,2.699e+01,6.690e+04,1.525e+03,6.845e+04
33.0,3.604e+01,8.407e+04,2.752e+03,8.685e+04
34.5,5.245e+01,1.054e+05,4.827e+03,1.103e+05
36.0,7.420e+01,1.317e+05,5.677e+03,1.374e+05
37.5,1.169e+02,1.750e+05,5.896e+03,1.810e+05
39.0,1.825e+02,2.343e+05,7.450e+03,2.419e+05
40.5,3.576e+02,3.487e+05,1.372e+04,3.628e+05
42.0,9.966e+02,6.333e+05,3.912e+04,6.734e+05
43.5,2.736e+03,1.109e+06,9.939e+04,1.211e+06
45.0,4.584e+03,1.490e+06,1.581e+05,1.652e+06
46.5,5.147e+03,1.486e+06,1.739e+05,1.665e+06
48.0,4.106e+03,1.111e+06,1.496e+05,1.265e+06
49.5,2.441e+03,7.148e+05,1.070e+05,8.243e+05
51.0,1.860e+03,4.761e+05,7.736e+04,5.553e+05
52.5,1.889e+03,3.894e+05,7.957e+04,4.709e+05
54.0,1.709e+03,3.195e+05,7.693e+04,3.981e+05
55.5,1.471e+03,2.546e+05,6.815e+04,3.242e+05
57.0,1.188e+03,1.974e+05,5.881e+04,2.574e+05
58.5,9.118e+02,1.539e+05,5.163e+04,2.064e+05
60.0,9.103e+02,1.319e+05,4.706e+04,1.798e+05
61.5,9.537e+02,1.198e+05,4.330e+04,1.640e+05
63.0,8.443e+02,1.119e+05,4.049e+04,1.532e+05
64.5,9.400e+02,1.053e+05,3.806e+04,1.443e+05
66.0,1.439e+03,1.004e+05,3.473e+04,1.366e+05
67.5,2.079e+03,9.690e+04,2.924e+04,1.282e+05
69.0,2.581e+03,9.463e+04,2.310e+04,1.203e+05
70.5,2.489e+03,8.963e+04,2.261e+04,1.147e+05
72.0,2.369e+03,8.114e+04,2.868e+04,1.122e+05
73.5,2.625e+03,6.998e+04,4.009e+04,1.127e+05
75.0,2.520e+03,5.482e+04,5.410e+04,1.114e+05
76.5,2.519e+03,4.033e+04,7.563e+04,1.185e+05
78.0,3.040e+03,3.392e+04,1.040e+05,1.410e+05
79.5,4.125e+03,3.679e+04,1.212e+05,1.621e+05
81.0,5.877e+03,3.955e+04,1.238e+05,1.692e+05
82.5,7.186e+03,3.895e+04,1.201e+05,1.662e+05
84.0,8.347e+03,4.804e+04,1.309e+05,1.873e+05
85.5,9.019e+03,5.955e+04,1.281e+05,1.966e+05
87.0,9.289e+03,6.352e+04,1.039e+05,1.767e+05
88.5,9.621e+03,5.890e+04,7.540e+04,1.439e+05
90.0,8.851e+03,4.753e+04,5.493e+04,1.113e+05
91.5,7.798e+03,4.290e+04,5.597e+04,1.067e+05
93.0,7.331e+03,4.779e+04,6.155e+04,1.167e+05
94.5,7.773e+03,4.657e+04,5.332e+04,1.077e+05
96.0,7.445e+03,3.849e+04,3.962e+04,8.555e+04
97.5,5.561e+03,3.339e+04,2.868e+04,6.764e+04
99.0,4.359e+03,5.300e+04,3.565e+04,9.301e+04
100.5,4.078e+03,9.404e+04,5.218e+04,1.503e+05
102.0,3.553e+03,1.251e+05,6.226e+04,1.909e+05
103.5,3.086e+03,1.348e+05,6.240e+04,2.003e+05
105.0,2.555e+03,1.263e+05,5.601e+04,1.849e+05
106.5,2.372e+03,1.115e+05,4.793e+04,1.618e+05
108.0,2.389e+03,1.052e+05,4.185e+04,1.494e+05
109.5,2.312e+03,1.009e+05,3.791e+04,1.412e+05
111.0,2.171e+03,8.738e+04,3.024e+04,1.198e+05
112.5,1.870e+03,8.100e+04,2.683e+04,1.097e+05
114.0,1.498e+03,8.319e+04,2.883e+04,1.135e+05
115.5,1.032e+03,9.656e+04,3.546e+04,1.330e+05
117.0,7.470e+02,1.149e+05,4.376e+04,1.594e+05
118.5,9.302e+02,1.265e+05,4.951e+04,1.769e+05
120.0,2.859e+03,1.318e+05,5.351e+04,1.882e+05
121.5,5.603e+03,1.604e+05,6.407e+04,2.301e+05
123.0,4.000e+03,1.604e+05,6.213e+04,2.265e+05
124.5,2.983e+03,1.808e+05,6.876e+04,2.525e+05
126.0,6.686e+03,1.997e+05,6.900e+04,2.753e+05
127.5,8.363e+03,2.058e+05,6.387e+04,2.781e+05
129.0,6.439e+03,2.078e+05,6.262e+04,2.769e+05
130.5,4.939e+03,2.150e+05,6.378e+04,2.837e+05
132.0,6.068e+03,2.033e+05,5.858e+04,2.680e+05
133.5,3.155e+03,8.182e+04,2.347e+04,1.084e+05
135.0,3.162e+02,6.064e+03,2.191e+03,8.571e+03
136.5,3.195e+02,1.930e+03,1.044e+03,3.294e+03
138.0,4.446e+02,1.325e+03,8.754e+02,2.645e+03
139.5,5.059e+02,1.162e+03,8.151e+02,2.483e+03
141.0,5.216e+02,1.261e+03,8.236e+02,2.607e+03
142.5,6.345e+02,1.444e+03,8.240e+02,2.903e+03
144.0,6.868e+02,1.631e+03,8.460e+02,3.164e+03
145.5,7.476e+02,1.828e+03,8.810e+02,3.457e+03
147.0,8.502e+02,2.200e+03,9.991e+02,4.049e+03
148.5,9.205e+02,2.820e+03,1.129e+03,4.870e+03
150.0,8.875e+02,3.517e+03,1.240e+03,5.644e+03
151.5,7.975e+02,3.641e+03,1.233e+03,5.672e+03
153.0,7.659e+02,3.380e+03,1.097e+03,5.243e+03
154.5,8.441e+02,3.248e+03,1.060e+03,5.152e+03
156.0,9.598e+02,3.312e+03,1.125e+03,5.397e+03
