freq,psd_x,psd_y,psd_z,psd_xyz
157.5,1.001e+03,3.362e+03,1.170e+03,5.532e+03
159.0,8.808e+02,3.295e+03,1.138e+03,5.314e+03
160.5,6.812e+02,3.127e+03,1.040e+03,4.848e+03
162.0,5.398e+02,2.960e+03,9.540e+02,4.453e+03
163.5,4.801e+02,2.920e+03,9.165e+02,4.316e+03
165.0,4.964e+02,2.963e+03,9.171e+02,4.376e+03
166.5,4.963e+02,2.883e+03,8.912e+02,4.271e+03
168.0,5.117e+02,3.015e+03,8.934e+02,4.420e+03
169.5,6.066e+02,3.383e+03,9.809e+02,4.971e+03
171.0,7.961e+02,4.528e+03,1.266e+03,6.590e+03
172.5,1.277e+03,6.399e+03,1.754e+03,9.431e+03
174.0,1.572e+03,6.862e+03,1.871e+03,1.031e+04
175.5,1.851e+03,6.372e+03,1.686e+03,9.910e+03
177.0,1.962e+03,6.006e+03,1.519e+03,9.487e+03
178.5,1.846e+03,5.697e+03,1.395e+03,8.938e+03
180.0,2.047e+03,5.664e+03,1.356e+03,9.068e+03
181.5,2.290e+03,5.591e+03,1.313e+03,9.195e+03
183.0,2.325e+03,5.360e+03,1.207e+03,8.892e+03
184.5,2.168e+03,5.265e+03,1.131e+03,8.564e+03
186.0,2.002e+03,5.244e+03,1.094e+03,8.340e+03
187.5,1.941e+03,5.218e+03,1.081e+03,8.241e+03
189.0,1.882e+03,5.228e+03,1.120e+03,8.231e+03
190.5,1.602e+03,5.014e+03,1.090e+03,7.707e+03
192.0,1.431e+03,4.642e+03,1.001e+03,7.074e+03
193.5,1.540e+03,4.531e+03,9.565e+02,7.028e+03
195.0,1.859e+03,4.390e+03,8.904e+02,7.139e+03
196.5,1.876e+03,4.193e+03,7.622e+02,6.831e+03
198.0,1.778e+03,4.534e+03,7.504e+02,7.062e+03
199.5,1.844e+03,4.748e+03,7.260e+02,7.319e+03
