freq,psd_x,psd_y,psd_z,psd_xyz
77.6,8.027e+05,3.570e+03,4.974e+02,8.068e+05
79.2,6.781e+05,3.396e+03,1.402e+03,6.829e+05
80.8,5.752e+05,3.403e+03,2.826e+03,5.814e+05
82.4,4.890e+05,3.391e+03,4.310e+03,4.967e+05
84.0,4.312e+05,3.335e+03,5.738e+03,4.403e+05
85.6,3.969e+05,2.859e+03,5.477e+03,4.053e+05
87.2,3.492e+05,2.956e+03,1.943e+03,3.541e+05
88.9,2.811e+05,3.737e+03,2.404e+03,2.873e+05
90.5,2.407e+05,3.530e+03,4.130e+03,2.484e+05
92.1,2.114e+05,3.970e+03,5.831e+03,2.212e+05
93.7,1.896e+05,4.142e+03,5.752e+03,1.995e+05
95.3,1.786e+05,3.795e+03,3.772e+03,1.861e+05
96.9,1.639e+05,3.461e+03,1.938e+03,1.693e+05
98.6,1.428e+05,3.409e+03,1.540e+03,1.477e+05
100.2,1.174e+05,3.409e+03,2.336e+03,1.231e+05
101.8,1.027e+05,3.384e+03,3.505e+03,1.096e+05
103.4,9.659e+04,3.348e+03,4.366e+03,1.043e+05
105.0,9.038e+04,3.469e+03,4.265e+03,9.811e+04
106.6,8.239e+04,3.493e+03,3.681e+03,8.957e+04
108.2,6.920e+04,3.154e+03,2.566e+03,7.492e+04
109.9,5.532e+04,2.727e+03,1.681e+03,5.973e+04
111.5,4.469e+04,2.824e+03,1.554e+03,4.907e+04
113.1,3.492e+04,3.521e+03,1.602e+03,4.004e+04
114.7,3.208e+04,6.645e+03,1.664e+03,4.039e+04
116.3,3.716e+04,1.348e+04,1.530e+03,5.217e+04
117.9,4.504e+04,2.063e+04,1.804e+03,6.747e+04
119.6,5.155e+04,2.616e+04,2.804e+03,8.052e+04
121.2,5.276e+04,3.013e+04,3.741e+03,8.663e+04
122.8,5.611e+04,2.859e+04,4.104e+03,8.880e+04
124.4,6.304e+04,2.672e+04,3.960e+03,9.372e+04
126.0,6.981e+04,3.453e+04,3.658e+03,1.080e+05
127.6,6.767e+04,5.551e+04,3.352e+03,1.265e+05
129.3,5.750e+04,5.960e+04,2.473e+03,1.196e+05
130.9,4.811e+04,5.443e+04,1.950e+03,1.045e+05
132.5,3.248e+04,4.606e+04,1.819e+03,8.037e+04
134.1,8.725e+03,2.206e+04,1.049e+03,3.183e+04
135.7,3.339e+03,1.050e+04,5.065e+02,1.434e+04
137.3,3.622e+03,1.034e+04,4.828e+02,1.445e+04
138.9,3.955e+03,1.261e+04,5.415e+02,1.711e+04
140.6,4.369e+03,1.151e+04,5.251e+02,1.640e+04
142.2,4.492e+03,1.005e+04,5.321e+02,1.508e+04
143.8,4.186e+03,1.173e+04,5.673e+02,1.648e+04
145.4,4.005e+03,1.405e+04,6.008e+02,1.866e+04
147.0,4.331e+03,1.342e+04,5.343e+02,1.828e+04
148.6,5.637e+03,1.427e+04,4.635e+02,2.037e+04
150.3,6.272e+03,1.219e+04,4.711e+02,1.893e+04
151.9,5.976e+03,1.627e+04,6.449e+02,2.290e+04
153.5,5.637e+03,2.336e+04,7.917e+02,2.979e+04
155.1,5.514e+03,2.597e+04,8.505e+02,3.233e+04
156.7,5.297e+03,2.816e+04,8.756e+02,3.433e+04
158.3,5.262e+03,2.688e+04,8.206e+02,3.296e+04
160.0,5.135e+03,2.170e+04,7.052e+02,2.754e+04
161.6,5.260e+03,1.732e+04,6.259e+02,2.321e+04
163.2,5.948e+03,1.301e+04,5.733e+02,1.953e+04
164.8,7.367e+03,9.918e+03,5.782e+02,1.786e+04
166.4,8.412e+03,8.700e+03,6.078e+02,1.772e+04
168.0,8.354e+03,7.982e+03,5.924e+02,1.693e+04
169.6,9.214e+03,7.261e+03,6.097e+02,1.708e+04
171.3,1.080e+04,7.558e+03,6.676e+02,1.903e+04
172.9,1.183e+04,6.614e+03,6.995e+02,1.915e+04
174.5,1.252e+04,5.526e+03,7.653e+02,1.881e+04
176.1,1.334e+04,5.201e+03,8.617e+02,1.940e+04
177.7,1.629e+04,5.109e+03,9.220e+02,2.232e+04
179.3,1.979e+04,4.808e+03,1.009e+03,2.561e+04
181.0,2.102e+04,6.430e+03,9.628e+02,2.841e+04
182.6,2.230e+04,7.105e+03,9.417e+02,3.035e+04
184.2,2.288e+04,6.408e+03,8.832e+02,3.017e+04
185.8,2.446e+04,6.032e+03,8.842e+02,3.138e+04
187.4,2.537e+04,5.336e+03,8.839e+02,3.159e+04
189.0,2.552e+04,4.677e+03,8.715e+02,3.107e+04
190.6,2.316e+04,3.133e+03,7.903e+02,2.708e+04
192.3,1.912e+04,1.862e+03,6.368e+02,2.162e+04
193.9,1.904e+04,1.756e+03,6.166e+02,2.141e+04
195.5,2.103e+04,1.796e+03,6.864e+02,2.352e+04
197.1,2.212e+04,2.297e+03,7.599e+02,2.518e+04
198.7,2.217e+04,2.605e+03,7.575e+02,2.554e+04
