freq,psd_x,psd_y,psd_z,psd_xyz
61.4,1.823e+06,5.183e+03,6.840e+03,1.835e+06
62.8,2.309e+06,5.490e+03,7.747e+03,2.323e+06
64.3,3.003e+06,8.780e+03,1.339e+04,3.025e+06
65.8,3.767e+06,1.713e+04,2.501e+04,3.809e+06
67.2,3.905e+06,3.065e+04,3.678e+04,3.972e+06
68.7,3.648e+06,5.007e+04,5.451e+04,3.752e+06
70.1,3.440e+06,7.744e+04,7.730e+04,3.595e+06
71.6,3.073e+06,1.066e+05,9.157e+04,3.271e+06
73.1,2.591e+06,1.158e+05,8.617e+04,2.793e+06
74.5,2.179e+06,1.104e+05,7.303e+04,2.363e+06
76.0,1.861e+06,1.126e+05,6.492e+04,2.038e+06
77.5,1.582e+06,1.033e+05,5.113e+04,1.737e+06
78.9,1.336e+06,8.603e+04,3.582e+04,1.458e+06
80.4,1.128e+06,6.793e+04,2.238e+04,1.219e+06
81.8,9.331e+05,5.388e+04,1.288e+04,9.999e+05
83.3,7.573e+05,4.916e+04,8.321e+03,8.148e+05
84.8,6.263e+05,5.483e+04,7.646e+03,6.888e+05
86.2,5.408e+05,5.598e+04,6.169e+03,6.029e+05
87.7,4.635e+05,6.134e+04,5.224e+03,5.301e+05
89.1,3.970e+05,7.274e+04,4.957e+03,4.747e+05
90.6,3.402e+05,8.618e+04,4.585e+03,4.310e+05
92.1,2.873e+05,1.040e+05,4.233e+03,3.955e+05
93.5,2.509e+05,1.405e+05,4.730e+03,3.962e+05
95.0,2.210e+05,1.923e+05,6.682e+03,4.200e+05
96.4,2.126e+05,2.322e+05,8.963e+03,4.538e+05
97.9,2.153e+05,2.351e+05,1.115e+04,4.615e+05
99.4,2.102e+05,1.973e+05,1.086e+04,4.183e+05
100.8,2.000e+05,1.620e+05,9.446e+03,3.715e+05
102.3,1.816e+05,1.291e+05,7.805e+03,3.185e+05
103.8,1.538e+05,9.480e+04,5.362e+03,2.539e+05
105.2,1.218e+05,7.141e+04,3.370e+03,1.966e+05
106.7,1.039e+05,5.851e+04,2.666e+03,1.651e+05
108.1,8.870e+04,4.918e+04,2.675e+03,1.405e+05
109.6,7.243e+04,4.374e+04,2.808e+03,1.190e+05
111.1,5.838e+04,4.195e+04,2.912e+03,1.032e+05
112.5,4.885e+04,4.306e+04,2.806e+03,9.471e+04
114.0,4.957e+04,6.167e+04,3.280e+03,1.145e+05
115.4,5.095e+04,8.438e+04,3.764e+03,1.391e+05
116.9,8.093e+04,8.984e+04,3.064e+03,1.738e+05
118.4,1.938e+05,7.760e+04,1.847e+03,2.732e+05
119.8,3.361e+05,5.210e+04,1.319e+03,3.895e+05
121.3,4.163e+05,2.861e+04,1.714e+03,4.466e+05
122.8,4.369e+05,1.590e+04,2.750e+03,4.556e+05
124.2,4.193e+05,1.832e+04,4.033e+03,4.416e+05
125.7,3.967e+05,4.132e+04,5.620e+03,4.437e+05
127.1,3.892e+05,9.158e+04,7.033e+03,4.878e+05
128.6,3.572e+05,1.065e+05,5.704e+03,4.694e+05
130.1,3.115e+05,6.560e+04,4.121e+03,3.812e+05
131.5,2.766e+05,5.777e+04,4.274e+03,3.386e+05
133.0,1.750e+05,5.563e+04,3.693e+03,2.343e+05
134.4,3.571e+04,1.726e+04,1.885e+03,5.486e+04
135.9,1.477e+04,8.072e+03,1.467e+03,2.431e+04
137.4,1.669e+04,6.509e+03,1.369e+03,2.457e+04
138.8,1.870e+04,5.692e+03,1.217e+03,2.561e+04
140.3,2.034e+04,4.816e+03,1.055e+03,2.621e+04
141.8,2.072e+04,3.986e+03,8.973e+02,2.560e+04
143.2,1.897e+04,3.257e+03,6.950e+02,2.292e+04
144.7,1.478e+04,2.782e+03,5.113e+02,1.807e+04
146.1,1.138e+04,2.491e+03,3.866e+02,1.426e+04
147.6,1.116e+04,2.262e+03,2.972e+02,1.372e+04
149.1,1.484e+04,2.243e+03,2.328e+02,1.732e+04
150.5,1.848e+04,1.947e+03,1.784e+02,2.061e+04
152.0,1.815e+04,1.427e+03,1.486e+02,1.973e+04
153.4,1.705e+04,1.075e+03,1.533e+02,1.828e+04
154.9,1.577e+04,9.098e+02,1.694e+02,1.685e+04
156.4,1.423e+04,8.639e+02,1.839e+02,1.528e+04
157.8,1.324e+04,8.985e+02,1.939e+02,1.434e+04
159.3,1.329e+04,9.786e+02,2.115e+02,1.448e+04
160.7,1.338e+04,1.111e+03,2.380e+02,1.473e+04
162.2,1.340e+04,1.402e+03,2.593e+02,1.506e+04
163.7,1.525e+04,1.718e+03,2.938e+02,1.726e+04
165.1,1.957e+04,2.187e+03,3.408e+02,2.209e+04
166.6,2.510e+04,2.388e+03,3.293e+02,2.782e+04
168.1,3.648e+04,2.588e+03,3.020e+02,3.937e+04
169.5,5.399e+04,2.994e+03,3.186e+02,5.730e+04
171.0,7.942e+04,3.679e+03,3.497e+02,8.344e+04
172.4,1.237e+05,4.490e+03,3.675e+02,1.285e+05
173.9,1.353e+05,5.272e+03,3.837e+02,1.410e+05
175.4,1.289e+05,6.213e+03,3.985e+02,1.355e+05
176.8,1.208e+05,7.216e+03,3.532e+02,1.284e+05
178.3,1.108e+05,7.803e+03,2.358e+02,1.189e+05
179.7,1.236e+05,1.131e+04,1.931e+02,1.351e+05
181.2,1.485e+05,1.675e+04,2.595e+02,1.655e+05
182.7,1.643e+05,2.059e+04,3.301e+02,1.852e+05
184.1,1.728e+05,2.459e+04,4.006e+02,1.978e+05
185.6,1.758e+05,2.860e+04,5.560e+02,2.049e+05
187.1,1.763e+05,3.048e+04,7.338e+02,2.075e+05
188.5,1.813e+05,3.414e+04,1.012e+03,2.165e+05
190.0,1.884e+05,3.729e+04,1.362e+03,2.270e+05
191.4,1.934e+05,3.821e+04,1.693e+03,2.333e+05
192.9,1.967e+05,3.764e+04,1.889e+03,2.362e+05
194.4,1.952e+05,3.552e+04,1.920e+03,2.326e+05
195.8,1.709e+05,3.362e+04,1.976e+03,2.064e+05
197.3,1.363e+05,3.132e+04,2.049e+03,1.697e+05
198.7,1.192e+05,2.873e+04,2.022e+03,1.500e+05
