freq,psd_x,psd_y,psd_z,psd_xyz
77.8,1.470e+06,1.413e+05,1.189e+05,1.730e+06
79.2,1.255e+06,1.266e+05,9.506e+04,1.477e+06
80.7,1.049e+06,1.156e+05,7.847e+04,1.243e+06
82.2,8.578e+05,9.801e+04,6.196e+04,1.018e+06
83.6,7.379e+05,7.765e+04,4.439e+04,8.599e+05
85.1,6.518e+05,6.650e+04,3.231e+04,7.506e+05
86.6,5.723e+05,6.517e+04,2.676e+04,6.643e+05
88.0,4.963e+05,7.745e+04,2.773e+04,6.015e+05
89.5,4.280e+05,9.807e+04,3.078e+04,5.569e+05
91.0,3.785e+05,1.177e+05,3.038e+04,5.267e+05
92.4,3.357e+05,1.374e+05,2.948e+04,5.026e+05
93.9,2.906e+05,1.767e+05,3.238e+04,4.997e+05
95.4,2.586e+05,2.176e+05,3.421e+04,5.104e+05
96.8,2.389e+05,2.258e+05,2.919e+04,4.939e+05
98.3,2.267e+05,2.270e+05,2.228e+04,4.760e+05
99.8,2.174e+05,2.196e+05,1.742e+04,4.544e+05
101.2,2.101e+05,1.847e+05,1.501e+04,4.098e+05
102.7,1.928e+05,1.668e+05,1.429e+04,3.738e+05
104.2,1.601e+05,1.429e+05,1.188e+04,3.149e+05
105.6,1.268e+05,1.103e+05,8.658e+03,2.457e+05
107.1,1.069e+05,8.569e+04,6.380e+03,1.990e+05
108.6,8.972e+04,6.899e+04,4.821e+03,1.635e+05
110.0,7.382e+04,5.715e+04,3.760e+03,1.347e+05
111.5,5.852e+04,4.792e+04,2.913e+03,1.093e+05
113.0,4.439e+04,3.871e+04,2.254e+03,8.535e+04
114.4,3.666e+04,3.990e+04,1.725e+03,7.828e+04
115.9,5.612e+04,4.282e+04,1.182e+03,1.001e+05
117.4,1.342e+05,3.565e+04,9.862e+02,1.708e+05
118.8,2.463e+05,2.339e+04,2.196e+03,2.719e+05
120.3,3.347e+05,1.546e+04,3.930e+03,3.541e+05
121.8,4.620e+05,2.479e+04,5.913e+03,4.927e+05
123.2,5.718e+05,3.756e+04,7.659e+03,6.171e+05
124.7,6.163e+05,4.536e+04,8.418e+03,6.701e+05
126.2,6.182e+05,5.002e+04,8.721e+03,6.769e+05
127.6,6.106e+05,5.982e+04,8.794e+03,6.792e+05
129.1,6.203e+05,7.469e+04,8.768e+03,7.038e+05
130.6,6.402e+05,8.713e+04,7.450e+03,7.347e+05
132.0,5.736e+05,7.852e+04,4.782e+03,6.569e+05
133.5,2.254e+05,3.533e+04,2.464e+03,2.632e+05
135.0,5.165e+04,1.571e+04,1.552e+03,6.891e+04
136.4,4.468e+04,1.501e+04,1.346e+03,6.104e+04
137.9,4.414e+04,1.332e+04,1.154e+03,5.862e+04
139.4,4.070e+04,1.152e+04,9.408e+02,5.316e+04
140.8,3.731e+04,1.014e+04,8.358e+02,4.829e+04
142.3,3.400e+04,8.944e+03,7.370e+02,4.368e+04
143.8,2.982e+04,7.770e+03,6.130e+02,3.820e+04
145.2,2.474e+04,6.609e+03,4.984e+02,3.185e+04
146.7,1.952e+04,5.815e+03,4.352e+02,2.577e+04
148.2,1.635e+04,5.578e+03,3.967e+02,2.233e+04
149.6,1.563e+04,5.887e+03,3.500e+02,2.187e+04
151.1,1.454e+04,5.509e+03,3.166e+02,2.036e+04
152.6,1.284e+04,4.845e+03,2.844e+02,1.797e+04
154.0,1.219e+04,4.051e+03,2.515e+02,1.649e+04
155.5,1.145e+04,3.150e+03,2.287e+02,1.482e+04
157.0,1.051e+04,2.425e+03,2.223e+02,1.315e+04
158.4,9.507e+03,1.948e+03,2.291e+02,1.168e+04
159.9,8.993e+03,1.811e+03,2.235e+02,1.103e+04
161.4,9.258e+03,1.816e+03,2.120e+02,1.129e+04
162.8,9.741e+03,1.742e+03,2.080e+02,1.169e+04
164.3,1.092e+04,2.011e+03,2.014e+02,1.313e+04
165.8,1.298e+04,2.485e+03,1.743e+02,1.564e+04
167.2,1.587e+04,2.687e+03,1.069e+02,1.867e+04
168.7,2.008e+04,2.470e+03,9.099e+01,2.264e+04
170.2,3.019e+04,3.213e+03,1.048e+02,3.351e+04
171.6,5.543e+04,5.568e+03,1.243e+02,6.112e+04
173.1,8.753e+04,8.642e+03,1.710e+02,9.635e+04
174.6,9.977e+04,9.466e+03,1.991e+02,1.094e+05
176.0,1.053e+05,9.301e+03,2.053e+02,1.148e+05
177.5,1.065e+05,8.471e+03,1.972e+02,1.152e+05
179.0,1.091e+05,7.583e+03,1.906e+02,1.169e+05
180.4,1.140e+05,7.342e+03,2.076e+02,1.215e+05
181.9,1.132e+05,7.612e+03,2.268e+02,1.210e+05
183.4,1.044e+05,7.418e+03,2.271e+02,1.121e+05
184.8,9.989e+04,8.616e+03,2.598e+02,1.088e+05
186.3,9.418e+04,1.030e+04,3.023e+02,1.048e+05
187.8,9.279e+04,1.050e+04,3.155e+02,1.036e+05
189.2,8.999e+04,1.039e+04,3.309e+02,1.007e+05
190.7,8.940e+04,1.041e+04,3.477e+02,1.002e+05
192.2,8.939e+04,9.664e+03,3.367e+02,9.939e+04
193.6,9.068e+04,9.634e+03,3.594e+02,1.007e+05
195.1,8.633e+04,9.309e+03,3.496e+02,9.599e+04
196.6,6.375e+04,7.520e+03,2.842e+02,7.156e+04
198.0,4.893e+04,6.499e+03,2.278e+02,5.565e+04
199.5,4.659e+04,6.956e+03,2.353e+02,5.378e+04
